[
    [1.66719173e-03, 8.94591091e-04, 6.19020245e-04, -3.56634279e-03, 1.97040874e-03, -1.34259190e-02, 6.74029079e-03, 7.72496403e-03, 3.18918947e-04, -2.84050293e-03, -1.25839543e-02, -6.59851674e-03, 9.18844151e-04],
    [1.68305521e-03, 8.88684464e-04, 6.35491793e-04, -3.55669738e-03, 1.96551078e-03, -1.34271615e-02, 6.74140082e-03, 7.72771620e-03, 3.26509495e-04, -2.85822781e-03, -1.25910373e-02, -6.59214405e-03, 8.72568624e-04],
    [1.66753046e-03, 8.93652015e-04, 6.44909013e-04, -3.57759267e-03, 1.96525252e-03, -1.34295971e-02, 6.74818745e-03, 7.71638083e-03, 3.15946680e-04, -2.86330740e-03, -1.26050652e-02, -6.62678020e-03, 8.09893281e-04],
    [1.67754086e-03, 8.95026136e-04, 6.52688998e-04, -3.56255332e-03, 1.96030172e-03, -1.34645657e-02, 6.72743368e-03, 7.73784279e-03, 3.15400597e-04, -2.85809893e-03, -1.26053938e-02, -6.69037316e-03, 7.83778277e-04],
    [1.67641286e-03, 8.90723617e-04, 6.65966091e-04, -3.56595764e-03, 1.95879966e-03, -1.34531093e-02, 6.70221191e-03, 7.74248842e-03, 3.18395458e-04, -2.85407282e-03, -1.25778895e-02, -6.71328153e-03, 7.03617111e-04],
    [1.67572338e-03, 8.94036892e-04, 6.66956870e-04, -3.55031072e-03, 1.95716693e-03, -1.34216837e-02, 6.70449567e-03, 7.73662331e-03, 3.32986130e-04, -2.85327786e-03, -1.25637333e-02, -6.68921874e-03, 6.72446014e-04],
    [1.68024516e-03, 8.89186713e-04, 6.85274591e-04, -3.54961585e-03, 1.95750051e-03, -1.34268603e-02, 6.68378035e-03, 7.75118593e-03, 3.34317044e-04, -2.85307550e-03, -1.25780005e-02, -6.66419950e-03, 6.44505736e-04],
    [1.67531285e-03, 8.89985937e-04, 6.86741366e-04, -3.54594804e-03, 1.94351124e-03, -1.34105550e-02, 6.71929741e-03, 7.76373957e-03, 3.21671159e-04, -2.85353054e-03, -1.25639312e-02, -6.63215391e-03, 6.60044058e-04],
    [1.66935423e-03, 8.99620508e-04, 6.80460624e-04, -3.54897327e-03, 1.93986792e-03, -1.33639342e-02, 6.69168906e-03, 7.76107207e-03, 3.32323318e-04, -2.86060228e-03, -1.25548744e-02, -6.65846504e-03, 6.09561368e-04],
    [1.66420288e-03, 8.96616816e-04, 6.78822662e-04, -3.54199700e-03, 1.94234933e-03, -1.33685232e-02, 6.68610936e-03, 7.75676356e-03, 3.30136448e-04, -2.85877837e-03, -1.25783273e-02, -6.67727960e-03, 6.71172496e-04],
    [1.67482140e-03, 8.98137549e-04, 6.75432679e-04, -3.56068016e-03, 1.94662664e-03, -1.33842599e-02, 6.66009516e-03, 7.76856495e-03, 3.11722643e-04, -2.88143178e-03, -1.25848446e-02, -6.72679059e-03, 6.28172343e-04],
